player_name,team_abbreviation,age,player_height_cm,player_weight_kg,college,country_born_in,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
Cassius Winston,WAS,24,185.42,83.91452,1,1,2020,2,53,7,2,0.1,1,-3.4,0,0.027,0.184,0.549,0.28
Jalen Johnson,ATL,20,203.2,99.336648,1,1,2021,1,20,22,2.4,1.2,0.1,-10,0.016,0.175,0.183,0.59,0.045
Sharife Cooper,ATL,21,185.42,79.832192,1,1,2021,2,48,13,0.5,0.4,0.4,-43.9,0,0.147,0.202,0.25,0.313
Cam Thomas,BKN,20,190.5,95.25432,1,0,2021,1,27,67,8.5,2.4,1.2,-6.4,0.013,0.118,0.212,0.519,0.102
Day'Ron Sharpe,BKN,20,205.74,120.20188,1,1,2021,1,29,32,6.2,5,0.5,6.9,0.197,0.198,0.205,0.593,0.062
Kessler Edwards,BKN,21,200.66,92.079176,1,1,2021,2,44,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04
James Bouknight,CHA,21,193.04,86.18248,1,1,2021,1,11,31,4.6,1.7,0.8,-6.2,0.064,0.09,0.226,0.459,0.132
Kai Jones,CHA,21,208.28,100.243832,1,0,2021,1,19,21,1,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103
JT Thor,CHA,19,205.74,92.079176,1,1,2021,2,37,33,2,1.3,0.6,0.3,0.04,0.111,0.116,0.525,0.097
Scottie Lewis,CHA,22,195.58,83.91452,1,1,2021,2,56,2,0.5,0,0.5,-11.8,0,0,0.059,0.568,0.2
Ayo Dosunmu,CHI,22,193.04,90.7184,1,1,2021,2,38,77,8.8,2.8,3.3,-5,0.013,0.09,0.138,0.596,0.164
Evan Mobley,CLE,21,210.82,97.52228,1,1,2021,1,3,69,15,8.3,2.5,1.7,0.063,0.174,0.201,0.549,0.117
Bones Hyland,DEN,21,187.96,76.657048,1,1,2021,1,26,69,10.1,2.7,2.8,1.7,0.011,0.133,0.231,0.558,0.22
Cade Cunningham,DET,20,198.12,99.79024,1,1,2021,1,1,64,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283
Isaiah Livers,DET,23,198.12,105.233344,1,1,2021,2,42,19,6.4,3,1.1,-0.8,0.037,0.109,0.125,0.629,0.077
Luka Garza,DET,23,208.28,110.222856,1,1,2021,2,52,32,5.8,3.1,0.6,-6.3,0.13,0.116,0.195,0.535,0.086
Jonathan Kuminga,GSW,19,200.66,102.0582,0,0,2021,1,7,70,9.3,3.3,0.9,1.9,0.047,0.139,0.227,0.6,0.087
Moses Moody,GSW,20,195.58,95.707912,1,1,2021,1,14,52,4.4,1.5,0.4,-4,0.028,0.098,0.148,0.573,0.056
Jalen Green,HOU,20,193.04,84.368112,0,1,2021,1,2,67,17.3,3.4,2.6,-11.3,0.015,0.088,0.234,0.547,0.132
Alperen Sengun,HOU,19,208.28,110.222856,0,0,2021,1,16,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193
Usman Garuba,HOU,20,203.2,103.872568,0,0,2021,1,23,24,2,3.5,0.7,7,0.083,0.263,0.091,0.51,0.084
Josh Christopher,HOU,20,190.5,97.52228,1,1,2021,1,24,74,7.9,2.5,2,-9.2,0.037,0.103,0.205,0.534,0.17
Chris Duarte,IND,25,195.58,86.18248,1,0,2021,1,13,55,13.1,4.1,2.1,-2,0.026,0.117,0.207,0.537,0.11
Isaiah Jackson,IND,20,208.28,92.98636,1,1,2021,1,22,36,8.3,4.1,0.3,-2.8,0.109,0.157,0.214,0.607,0.027
Brandon Boston,LAC,20,198.12,85.275296,1,1,2021,2,51,51,6.7,2.2,1,-2,0.02,0.111,0.212,0.481,0.103
Ziaire Williams,MEM,20,205.74,83.91452,1,1,2021,1,10,62,8.1,2.1,1,4.2,0.017,0.071,0.144,0.559,0.062
Santi Aldama,MEM,21,210.82,97.52228,1,0,2021,1,30,32,4.1,2.7,0.7,1.3,0.077,0.15,0.174,0.452,0.08
Sandro Mamukelashvili,MIL,23,205.74,108.86208,1,0,2021,2,54,41,3.8,2,0.5,-17.6,0.079,0.116,0.142,0.618,0.084
Trey Murphy III,NOP,22,203.2,93.439952,1,1,2021,1,17,62,5.4,2.4,0.6,0.3,0.049,0.122,0.147,0.558,0.065
Herbert Jones,NOP,23,200.66,93.439952,1,1,2021,2,35,78,9.5,3.8,2.1,2,0.041,0.086,0.136,0.573,0.097
Quentin Grimes,NYK,22,193.04,95.25432,1,1,2021,1,25,46,6,2,1,-3,0.028,0.085,0.149,0.565,0.095
Miles McBride,NYK,21,185.42,88.45044,1,1,2021,2,36,40,2.2,1.1,1,13,0.011,0.097,0.137,0.393,0.159
Jericho Sims,NYK,23,205.74,113.398,1,1,2021,2,58,41,2.2,4.1,0.5,6.5,0.108,0.187,0.068,0.674,0.054
Josh Giddey,OKC,19,203.2,92.98636,0,0,2021,1,6,54,12.5,7.8,6.4,-8.3,0.052,0.175,0.218,0.478,0.325
Tre Mann,OKC,21,190.5,80.739376,1,1,2021,1,18,60,10.4,2.9,1.5,-10.3,0.017,0.101,0.213,0.501,0.108
Jeremiah Robinson-Earl,OKC,21,203.2,109.769264,1,1,2021,2,32,49,7.5,5.6,1,-9.8,0.061,0.172,0.152,0.526,0.069
Aaron Wiggins,OKC,23,193.04,86.18248,1,1,2021,2,55,50,8.3,3.6,1.4,-8.1,0.04,0.098,0.149,0.556,0.083
Georgios Kalaitzakis,OKC,23,200.66,87.089664,0,0,2021,2,60,13,6.6,1.6,0.9,-29.3,0.026,0.074,0.2,0.536,0.09
Jalen Suggs,ORL,21,195.58,92.98636,1,1,2021,1,5,48,11.8,3.6,4.4,-7.1,0.019,0.102,0.244,0.455,0.249
Franz Wagner,ORL,20,208.28,99.79024,1,0,2021,1,8,79,15.2,4.5,2.9,-4.9,0.033,0.106,0.208,0.559,0.151
Jaden Springer,PHI,19,193.04,91.625584,1,1,2021,1,28,2,1,1,0,-72.4,0.143,0.125,0.118,1,0
Charles Bassey,PHI,21,205.74,104.32616,1,0,2021,2,53,23,3,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07
Keon Johnson,POR,20,193.04,83.91452,1,1,2021,1,21,37,7.2,2.2,2.1,-19,0.031,0.083,0.207,0.453,0.174
Greg Brown III,POR,20,200.66,93.439952,1,1,2021,2,43,48,4.7,2.8,0.7,-17.6,0.057,0.15,0.168,0.515,0.087
Davion Mitchell,SAC,23,182.88,91.625584,1,1,2021,1,9,75,11.5,2.2,4.2,-6,0.015,0.062,0.202,0.489,0.235
Neemias Queta,SAC,22,213.36,112.490816,1,0,2021,2,39,15,3,2.1,0.4,-4.1,0.104,0.144,0.176,0.495,0.076
Joshua Primo,SAS,19,193.04,85.728888,1,0,2021,1,12,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.487,0.111
Joe Wieskamp,SAS,22,198.12,92.98636,1,1,2021,2,41,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065
Scottie Barnes,TOR,20,200.66,102.0582,1,1,2021,1,4,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15
Dalano Banton,TOR,22,200.66,92.532768,1,0,2021,2,46,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.463,0.197
David Johnson,TOR,21,193.04,92.079176,1,1,2021,2,47,2,0,0,0,-75,0,0,0.143,0,0
Jared Butler,UTA,21,190.5,87.543256,1,1,2021,2,40,42,3.8,1.1,1.5,-0.1,0.014,0.102,0.221,0.509,0.258
Corey Kispert,WAS,23,198.12,101.604608,1,1,2021,1,15,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064
Isaiah Todd,WAS,20,205.74,99.336648,0,1,2021,2,31,12,1.7,1,0.3,-15.6,0.034,0.123,0.188,0.349,0.095
