player_name,team_abbreviation,age,player_height_cm,player_weight_kg,college,country_born_in,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
Malik Beasley,MIN,25,193.04,84.821704,1,1,2016,1,19,79,12.1,2.9,1.5,2,0.012,0.1,0.189,0.544,0.085
Jake Layman,MIN,28,203.2,94.800728,1,1,2016,2,47,34,2.4,1.1,0.3,-3.4,0.025,0.123,0.16,0.5,0.055
Brandon Ingram,NOP,24,203.2,86.18248,1,1,2016,1,2,55,22.7,5.8,5.6,3.3,0.019,0.152,0.291,0.554,0.268
Tyrone Wallace,NOP,28,195.58,89.811216,1,1,2016,2,60,6,2.8,1.3,0.2,-9.9,0,0.133,0.13,0.383,0.017
Furkan Korkmaz,PHI,24,200.66,91.625584,0,0,2016,1,26,67,7.6,2.6,1.9,0.8,0.015,0.104,0.17,0.502,0.129
Georges Niang,PHI,29,200.66,104.32616,1,1,2016,2,50,76,9.2,2.7,1.3,1.9,0.014,0.097,0.16,0.594,0.09
Abdel Nader,PHX,28,195.58,102.0582,1,0,2016,2,58,14,2.4,1.9,0.5,-0.9,0.026,0.145,0.139,0.431,0.065
Kris Dunn,POR,28,190.5,92.98636,1,1,2016,1,5,14,7.6,3.5,5.6,-12,0.027,0.12,0.176,0.482,0.339
Domantas Sabonis,SAC,26,210.82,108.86208,1,0,2016,1,11,62,18.9,12.1,5.2,-0.6,0.092,0.264,0.221,0.637,0.239
Damian Jones,SAC,27,210.82,111.13004,1,1,2016,1,30,56,8.1,4.4,1.2,-6.8,0.074,0.164,0.163,0.701,0.106
Jakob Poeltl,SAS,26,215.9,111.13004,1,0,2016,1,9,68,13.5,9.3,2.8,3.4,0.125,0.184,0.182,0.613,0.131
Dejounte Murray,SAS,25,193.04,81.64656,1,1,2016,1,29,68,21.1,8.3,9.2,1.9,0.031,0.196,0.268,0.533,0.388
Pascal Siakam,TOR,28,203.2,104.32616,1,0,2016,1,27,68,22.8,8.5,5.3,4.8,0.046,0.182,0.257,0.565,0.224
Denzel Valentine,UTA,28,193.04,99.79024,1,1,2016,1,14,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074
Juancho Hernangomez,UTA,26,205.74,97.068688,0,0,2016,1,15,40,3.3,2.5,0.5,0.5,0.063,0.155,0.133,0.542,0.064
John Collins,ATL,24,205.74,102.511792,1,1,2017,1,19,54,16.2,7.8,1.8,0.8,0.056,0.19,0.202,0.61,0.088
Wes Iwundu,ATL,27,198.12,88.45044,1,1,2017,2,33,3,7.3,4.3,0,-1.4,0.036,0.143,0.111,0.557,0
Jayson Tatum,BOS,24,203.2,95.25432,1,1,2017,1,3,76,26.9,8,4.4,12.1,0.032,0.18,0.313,0.578,0.204
Derrick White,BOS,27,193.04,86.18248,1,1,2017,1,29,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.549,0.231
Lonzo Ball,CHI,24,198.12,86.18248,1,1,2017,1,2,35,13,5.4,5.1,3.1,0.029,0.125,0.17,0.575,0.203
Tony Bradley,CHI,24,208.28,112.490816,1,1,2017,1,28,55,3,3.4,0.5,5.2,0.123,0.196,0.128,0.6,0.065
Jordan Bell,CHI,27,200.66,97.975872,1,1,2017,2,38,1,0,1,0,25,0.5,0,0,0,0
Lauri Markkanen,CLE,25,210.82,108.86208,1,0,2017,1,7,61,14.8,5.7,1.3,3.9,0.033,0.147,0.192,0.582,0.062
Jarrett Allen,CLE,24,208.28,110.222856,1,1,2017,1,22,56,16.1,10.8,1.6,3.3,0.109,0.213,0.177,0.698,0.079
Frank Ntilikina,DAL,23,193.04,90.7184,0,0,2017,1,8,58,4.1,1.4,1.2,4.3,0.016,0.094,0.165,0.513,0.149
Sterling Brown,DAL,27,195.58,99.336648,1,1,2017,2,46,49,3.3,3,0.7,2.3,0.039,0.187,0.124,0.495,0.078
Davon Reed,DEN,27,195.58,93.439952,1,1,2017,2,32,48,4.4,2.3,1.1,0.3,0.021,0.14,0.117,0.624,0.115
Vlatko Cancar,DEN,25,203.2,107.047712,0,0,2017,2,49,15,4.1,2.1,1.1,0.8,0.041,0.133,0.131,0.657,0.139
Monte Morris,DEN,27,187.96,83.007336,1,1,2017,2,51,75,12.6,3,4.4,6,0.013,0.087,0.173,0.583,0.201
Frank Jackson,DET,24,190.5,92.98636,1,1,2017,2,31,53,10.6,1.6,1,-6.8,0.015,0.058,0.203,0.53,0.077
Luke Kennard,LAC,26,195.58,93.439952,1,1,2017,1,12,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111
Semi Ojeleye,LAC,27,198.12,108.86208,1,1,2017,2,37,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.438,0.033
Isaiah Hartenstein,LAC,24,213.36,113.398,0,0,2017,2,43,68,8.3,4.9,2.4,7,0.097,0.158,0.177,0.664,0.193
Malik Monk,LAL,24,190.5,90.7184,1,1,2017,1,11,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144
Dillon Brooks,MEM,26,200.66,102.0582,1,0,2017,2,45,32,18.4,3.2,2.8,11,0.03,0.08,0.283,0.515,0.147
Bam Adebayo,MIA,24,205.74,115.66596,1,1,2017,1,14,56,19.1,10.1,3.4,8.1,0.08,0.234,0.248,0.608,0.172
Damyean Dotson,NYK,28,195.58,95.25432,1,1,2017,2,44,2,2,1,0.5,-0.8,0,0.111,0.089,0.5,0.071
Markelle Fultz,ORL,24,193.04,94.800728,1,1,2017,1,1,18,10.8,2.7,5.5,-5.3,0.01,0.116,0.265,0.517,0.448
Justin Jackson,PHX,27,203.2,99.79024,1,1,2017,1,15,7,2.1,1,0.3,-15.6,0.019,0.167,0.177,0.472,0.125
Dennis Smith Jr.,POR,24,187.96,92.98636,1,1,2017,1,9,37,5.6,2.4,3.6,-9.8,0.029,0.107,0.173,0.474,0.311
Josh Hart,POR,27,195.58,97.52228,1,1,2017,1,30,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19
Josh Jackson,SAC,25,203.2,93.893544,1,1,2017,1,4,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105
De'Aaron Fox,SAC,24,190.5,83.91452,1,1,2017,1,5,59,23.2,3.9,5.6,-4.4,0.012,0.096,0.284,0.549,0.254
Zach Collins,SAS,24,210.82,113.398,1,1,2017,1,10,28,7.8,5.5,2.2,3.1,0.085,0.197,0.184,0.594,0.17
D.J. Wilson,TOR,26,208.28,104.779752,1,1,2017,1,17,4,7.5,4,1.3,-16.5,0.017,0.238,0.159,0.773,0.147
OG Anunoby,TOR,24,200.66,105.233344,1,0,2017,1,23,48,17.1,5.5,2.6,3.9,0.04,0.116,0.204,0.549,0.108
Donovan Mitchell,UTA,25,185.42,97.52228,1,1,2017,1,13,67,25.9,4.2,5.3,5.9,0.024,0.096,0.322,0.572,0.267
Kyle Kuzma,WAS,26,205.74,100.243832,1,1,2017,1,27,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.238,0.547,0.164
Thomas Bryant,WAS,24,208.28,112.490816,1,1,2017,2,42,27,7.4,4,0.9,-9.1,0.06,0.187,0.188,0.607,0.083
Trae Young,ATL,23,185.42,74.389088,1,1,2018,1,5,76,28.4,3.7,9.7,2.3,0.019,0.087,0.333,0.603,0.442
Kevin Knox II,ATL,22,200.66,97.52228,1,1,2018,1,9,30,3.1,1.5,0.3,-15.1,0.055,0.127,0.187,0.491,0.077
Kevin Huerter,ATL,23,200.66,89.811216,1,1,2018,1,19,74,12.1,3.4,2.7,3.8,0.014,0.098,0.169,0.57,0.125
Bruce Brown,BKN,25,193.04,91.625584,1,1,2018,2,42,72,9,4.8,2.1,-0.3,0.056,0.13,0.146,0.575,0.114
Robert Williams III,BOS,24,205.74,107.501304,1,1,2018,1,27,61,10,9.6,2,10,0.131,0.178,0.112,0.745,0.095
Miles Bridges,CHA,24,200.66,102.0582,1,1,2018,1,12,80,20.2,7,3.8,2.1,0.03,0.158,0.224,0.593,0.153
Arnoldas Kulboka,CHA,24,208.28,94.800728,0,0,2018,2,55,2,0,0,0,-100,0,0,0.071,0,0
Troy Brown Jr.,CHI,22,198.12,97.52228,1,1,2018,1,15,66,4.3,3.1,1,-2.3,0.038,0.154,0.118,0.525,0.082
Collin Sexton,CLE,23,185.42,86.18248,1,1,2018,1,8,11,16,3.3,2.1,-5.8,0.041,0.066,0.264,0.523,0.125
Luka Doncic,DAL,23,200.66,104.32616,0,0,2018,1,3,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.571,0.458
Jalen Brunson,DAL,25,185.42,86.18248,1,1,2018,2,33,79,16.3,3.9,4.8,4.4,0.017,0.105,0.215,0.583,0.237
George King,DAL,28,198.12,99.79024,1,1,2018,2,59,4,0.3,1.3,0,-62.2,0,0.25,0.159,0.085,0
Michael Porter Jr.,DEN,24,208.28,98.883056,1,1,2018,1,14,9,9.9,6.6,1.9,9.8,0.035,0.172,0.192,0.416,0.085
Marvin Bagley III,DET,23,210.82,106.59412,1,1,2018,1,2,48,11.3,7,0.8,-5.6,0.084,0.2,0.191,0.551,0.049
Hamidou Diallo,DET,23,195.58,91.625584,1,1,2018,2,45,58,11,4.8,1.3,-7.6,0.049,0.162,0.213,0.541,0.098
Jaren Jackson Jr.,MEM,22,210.82,109.769264,1,1,2018,1,4,78,16.3,5.8,1.1,7.9,0.05,0.145,0.248,0.535,0.058
De'Anthony Melton,MEM,24,187.96,90.7184,1,1,2018,2,46,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157
Grayson Allen,MIL,26,193.04,89.811216,1,1,2018,1,21,66,11.1,3.4,1.5,5,0.017,0.097,0.148,0.609,0.075
Jevon Carter,MIL,26,185.42,90.7184,1,1,2018,2,32,66,4.2,1.7,1.5,-3,0.014,0.097,0.135,0.531,0.148
Josh Okogie,MIN,23,193.04,96.615096,1,0,2018,1,20,49,2.7,1.4,0.5,2.5,0.049,0.077,0.115,0.526,0.066
Jarred Vanderbilt,MIN,23,205.74,97.068688,1,1,2018,2,41,74,6.9,8.4,1.3,5,0.107,0.212,0.108,0.612,0.066
Devonte' Graham,NOP,27,185.42,88.45044,1,1,2018,2,34,76,11.9,2.3,4.2,0.3,0.017,0.064,0.191,0.514,0.21
Alize Johnson,NOP,26,203.2,96.161504,1,1,2018,2,50,23,1.8,2.7,0.4,-10.6,0.156,0.202,0.14,0.463,0.08
Mitchell Robinson,NYK,24,213.36,108.86208,1,1,2018,2,36,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032
Shai Gilgeous-Alexander,OKC,23,198.12,81.64656,1,0,2018,1,11,56,24.5,5,5.9,-6.4,0.017,0.114,0.298,0.557,0.293
Melvin Frazier Jr.,OKC,25,195.58,97.52228,1,1,2018,2,35,3,10.7,4.3,0.3,-38.8,0.033,0.072,0.191,0.313,0.013
Mo Bamba,ORL,24,213.36,104.779752,1,1,2018,1,6,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.582,0.073
Wendell Carter Jr.,ORL,23,208.28,122.46984,1,1,2018,1,7,62,15,10.5,2.8,-3.7,0.074,0.26,0.206,0.601,0.15
Moritz Wagner,ORL,25,210.82,111.13004,1,0,2018,1,25,63,9,3.7,1.4,-7.2,0.041,0.19,0.224,0.623,0.151
Shake Milton,PHI,25,195.58,92.98636,1,1,2018,2,54,55,8.2,2.6,2.5,-1,0.025,0.094,0.174,0.517,0.178
Deandre Ayton,PHX,23,210.82,113.398,1,0,2018,1,1,58,17.2,10.2,1.4,9.6,0.093,0.241,0.217,0.656,0.071
Mikal Bridges,PHX,25,198.12,94.800728,1,1,2018,1,10,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084
Chandler Hutchison,PHX,26,198.12,95.25432,1,1,2018,1,22,6,0.7,0.8,0.3,27.3,0,0.167,0.111,0.694,0.105
Aaron Holiday,PHX,25,182.88,83.91452,1,1,2018,1,23,63,6.3,1.9,2.4,-1.4,0.023,0.092,0.182,0.544,0.223
Landry Shamet,PHX,25,193.04,86.18248,1,1,2018,1,26,69,8.3,1.8,1.6,4.9,0.01,0.072,0.16,0.55,0.104
Anfernee Simons,POR,23,190.5,82.100152,0,1,2018,1,24,57,17.3,2.6,3.9,-2.5,0.015,0.075,0.244,0.583,0.219
Donte DiVincenzo,SAC,25,193.04,92.079176,1,1,2018,1,17,42,9,4,2.8,-3.7,0.039,0.125,0.187,0.51,0.167
Chimezie Metu,SAC,25,205.74,102.0582,1,1,2018,2,49,60,8.9,5.6,1,-5.7,0.027,0.227,0.184,0.546,0.071
Lonnie Walker IV,SAS,23,193.04,92.532768,1,1,2018,1,18,70,12.1,2.6,2.2,-3,0.01,0.095,0.232,0.512,0.137
Keita Bates-Diop,SAS,26,203.2,103.872568,1,1,2018,2,48,59,5.7,3.9,0.7,0.8,0.061,0.163,0.144,0.578,0.059
Gary Trent Jr.,TOR,23,195.58,94.800728,1,1,2018,2,37,70,18.3,2.7,2,3.3,0.01,0.07,0.212,0.546,0.085
Isaac Bonga,TOR,22,203.2,81.64656,0,0,2018,2,39,15,0.8,0.5,0.3,-22.6,0.043,0.038,0.108,0.363,0.089
Svi Mykhailiuk,TOR,25,200.66,92.98636,1,0,2018,2,47,56,4.6,1.6,0.8,-5.9,0.024,0.101,0.161,0.509,0.094
De'Andre Hunter,ATL,24,203.2,100.243832,1,1,2019,1,4,53,13.4,3.3,1.3,0.7,0.016,0.093,0.194,0.547,0.06
Nic Claxton,BKN,23,210.82,97.52228,1,1,2019,2,31,47,8.7,5.6,0.9,-0.4,0.098,0.157,0.15,0.672,0.066
Grant Williams,BOS,23,198.12,107.047712,1,1,2019,1,22,77,7.8,3.6,1,4.5,0.035,0.107,0.123,0.635,0.058
P.J. Washington,CHA,23,200.66,104.32616,1,1,2019,1,12,65,10.3,5.2,2.3,3.5,0.044,0.142,0.154,0.588,0.112
Cody Martin,CHA,26,198.12,92.98636,1,1,2019,2,36,71,7.7,4,2.5,0.1,0.043,0.108,0.12,0.579,0.124
Jalen McDaniels,CHA,24,205.74,92.98636,1,1,2019,2,52,55,6.2,3.1,1.1,2.6,0.039,0.138,0.152,0.595,0.089
Coby White,CHI,22,193.04,88.45044,1,1,2019,1,7,61,12.7,3,2.9,-1.2,0.011,0.099,0.195,0.564,0.147
Darius Garland,CLE,22,185.42,87.089664,1,1,2019,1,5,68,21.7,3.3,8.6,6.6,0.017,0.074,0.272,0.576,0.378
Dylan Windler,CLE,25,198.12,88.904032,1,1,2019,1,26,50,2.2,1.8,0.7,0,0.047,0.146,0.115,0.519,0.111
Carsen Edwards,DET,24,180.34,90.7184,1,1,2019,2,33,4,5.8,1.5,3.5,-5.9,0.022,0.044,0.179,0.378,0.25
Deividas Sirvydis,DET,22,203.2,86.18248,0,0,2019,2,37,3,1,2,0.3,-42.3,0,0.2,0.149,0.15,0.063
Jordan Poole,GSW,23,193.04,87.996848,1,1,2019,1,28,76,18.5,3.4,4,6.6,0.015,0.094,0.252,0.598,0.207
Quinndary Weatherspoon,GSW,25,190.5,92.98636,1,1,2019,2,49,11,2.7,1.3,0.5,-8.6,0.029,0.182,0.15,0.647,0.102
Kevin Porter Jr.,HOU,22,193.04,92.079176,1,1,2019,1,30,61,15.6,4.4,6.2,-6.7,0.022,0.111,0.239,0.531,0.302
Bruno Fernando,HOU,23,205.74,108.86208,1,0,2019,2,34,30,2.9,1.8,0.2,-10.1,0.102,0.223,0.197,0.671,0.082
Goga Bitadze,IND,22,213.36,113.398,0,0,2019,1,18,50,7,3.5,1.1,-2.4,0.106,0.139,0.191,0.595,0.11
Terance Mann,LAC,25,195.58,97.52228,1,1,2019,2,48,81,10.8,5.2,2.6,1.5,0.044,0.127,0.157,0.572,0.131
Sekou Doumbouya,LAL,21,205.74,104.32616,0,0,2019,1,15,2,7,3,0,67.8,0.111,0.182,0.286,0.717,0
Talen Horton-Tucker,LAL,21,193.04,106.140528,1,1,2019,2,46,60,10,3.2,2.7,-2.2,0.024,0.1,0.189,0.503,0.153
Ja Morant,MEM,22,190.5,78.925008,1,1,2019,1,2,57,27.4,5.7,6.7,4.1,0.037,0.124,0.33,0.575,0.33
Jarrett Culver,MEM,23,198.12,88.45044,1,1,2019,1,6,37,3.5,1.3,0.9,-2.3,0.033,0.101,0.199,0.433,0.135
Brandon Clarke,MEM,25,203.2,97.52228,1,0,2019,1,21,64,10.4,5.3,1.3,7.5,0.099,0.148,0.171,0.66,0.101
Tyler Herro,MIA,22,195.58,88.45044,1,1,2019,1,13,66,20.7,5,4,5.3,0.015,0.133,0.278,0.561,0.205
KZ Okpala,MIA,23,203.2,97.52228,1,1,2019,2,32,21,3.7,2,0.7,2.7,0.044,0.118,0.141,0.521,0.082
Kyle Guy,MIA,24,185.42,75.749864,1,1,2019,2,55,19,3.9,0.9,0.9,-13.6,0.02,0.069,0.182,0.526,0.149
Jaylen Nowell,MIN,22,193.04,91.171992,1,1,2019,2,43,62,8.5,2,2.1,2.8,0.022,0.1,0.205,0.581,0.197
Jaxson Hayes,NOP,22,210.82,99.79024,1,1,2019,1,8,70,9.3,4.5,0.6,0.5,0.08,0.146,0.159,0.68,0.047
RJ Barrett,NYK,22,198.12,97.068688,1,0,2019,1,3,70,20,5.8,3,-3.3,0.025,0.136,0.268,0.511,0.146
Cam Reddish,NYK,22,203.2,98.429464,1,1,2019,1,10,49,10.1,2.1,1,-9.8,0.023,0.075,0.213,0.543,0.078
Darius Bazley,OKC,22,203.2,94.347136,0,1,2019,1,23,69,10.8,6.3,1.4,-11.3,0.034,0.176,0.18,0.515,0.078
Ty Jerome,OKC,24,195.58,88.45044,1,1,2019,1,24,48,7.1,1.6,2.3,-1.5,0.021,0.072,0.205,0.488,0.229
Isaiah Roby,OKC,24,203.2,104.32616,1,1,2019,2,45,45,10.1,4.8,1.6,-8.8,0.074,0.145,0.185,0.607,0.117
Chuma Okeke,ORL,23,198.12,103.872568,1,1,2019,1,16,70,8.6,5,1.7,-8.8,0.024,0.165,0.159,0.501,0.104
Admiral Schofield,ORL,25,195.58,109.315672,1,0,2019,2,42,38,3.8,2.3,0.7,-13.5,0.033,0.146,0.143,0.538,0.084
Bol Bol,ORL,22,218.44,99.79024,1,0,2019,2,44,14,2.4,1.4,0.4,0.5,0.049,0.211,0.16,0.565,0.102
Ignas Brazdeikis,ORL,23,198.12,100.243832,1,0,2019,2,47,42,5,1.7,0.9,-15.7,0.038,0.09,0.172,0.52,0.11
Matisse Thybulle,PHI,25,195.58,91.171992,1,1,2019,1,20,66,5.7,2.3,1.1,3.8,0.026,0.064,0.095,0.594,0.063
Cameron Johnson,PHX,26,203.2,95.25432,1,1,2019,1,11,66,12.5,4.1,1.5,6.2,0.023,0.123,0.167,0.625,0.079
Nassir Little,POR,22,195.58,99.79024,1,1,2019,1,25,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074
Didi Louzada,POR,22,195.58,85.275296,0,0,2019,2,35,9,3.9,1.9,0.6,-29.1,0.034,0.096,0.13,0.517,0.07
Romeo Langford,SAS,22,195.58,97.975872,1,1,2019,1,14,48,4.5,2.3,0.4,1,0.035,0.092,0.123,0.52,0.04
Keldon Johnson,SAS,22,198.12,99.79024,1,1,2019,1,29,75,17,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091
Nickeil Alexander-Walker,UTA,23,195.58,92.98636,1,0,2019,1,17,65,10.6,2.9,2.4,-3.1,0.024,0.103,0.237,0.475,0.166
Eric Paschall,UTA,25,198.12,115.66596,1,1,2019,2,41,58,5.8,1.8,0.6,-2.3,0.042,0.1,0.174,0.612,0.074
Miye Oni,UTA,24,195.58,93.439952,1,1,2019,2,58,16,0.3,0.4,0.3,-33.3,0.024,0.118,0.095,0.265,0.179
Rui Hachimura,WAS,24,203.2,104.32616,1,0,2019,1,9,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08
Daniel Gafford,WAS,23,205.74,106.140528,1,1,2019,2,38,72,9.4,5.7,0.9,-6.9,0.107,0.169,0.16,0.708,0.071
Tremont Waters,WAS,24,177.8,79.3786,1,1,2019,2,51,3,3.3,1.3,2.3,-17.1,0,0.077,0.15,0.357,0.179
Onyeka Okongwu,ATL,21,203.2,108.86208,1,1,2020,1,6,48,8.2,5.9,1.1,5.5,0.117,0.163,0.137,0.714,0.078
Skylar Mays,ATL,24,193.04,92.98636,1,1,2020,2,50,28,2.9,0.9,0.6,-12.9,0.022,0.091,0.149,0.589,0.12
Aaron Nesmith,BOS,22,195.58,97.52228,1,1,2020,1,14,52,3.8,1.7,0.4,3,0.025,0.117,0.164,0.507,0.057
Payton Pritchard,BOS,24,185.42,88.45044,1,1,2020,1,26,71,6.2,1.9,2,2.2,0.031,0.093,0.18,0.578,0.222
LaMelo Ball,CHA,20,200.66,81.64656,0,1,2020,1,3,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.554,0.341
Nick Richards,CHA,24,213.36,111.13004,1,0,2020,2,42,50,3,1.7,0.3,-13,0.086,0.137,0.147,0.689,0.054
Patrick Williams,CHI,20,200.66,97.52228,1,1,2020,1,4,17,9,4.1,0.9,-5.5,0.04,0.132,0.139,0.637,0.051
Marko Simonovic,CHI,22,210.82,99.79024,0,0,2020,2,44,9,1.9,1.1,0,1.2,0.122,0.119,0.247,0.428,0
Isaac Okoro,CLE,21,195.58,102.0582,1,1,2020,1,5,67,8.8,3,1.8,3.1,0.037,0.065,0.123,0.589,0.083
Josh Green,DAL,21,195.58,90.7184,1,0,2020,1,18,67,4.8,2.4,1.2,3.7,0.049,0.105,0.13,0.578,0.11
Zeke Nnaji,DEN,21,205.74,108.86208,1,1,2020,1,22,41,6.6,3.6,0.4,-3.2,0.077,0.141,0.146,0.629,0.037
Killian Hayes,DET,20,195.58,88.45044,0,0,2020,1,7,66,6.9,3.2,4.2,-10.3,0.02,0.108,0.154,0.461,0.243
Isaiah Stewart,DET,21,203.2,113.398,1,1,2020,1,16,71,8.3,8.7,1.2,-9.5,0.111,0.217,0.144,0.55,0.07
Saddiq Bey,DET,23,200.66,97.52228,1,1,2020,1,19,82,16.1,5.4,2.8,-9.3,0.035,0.125,0.209,0.529,0.138
Saben Lee,DET,23,187.96,83.007336,1,1,2020,2,38,37,5.6,2.4,2.9,-5.7,0.026,0.113,0.169,0.499,0.274
Cassius Stanley,DET,22,195.58,86.18248,1,1,2020,2,54,9,5.8,2.1,0.4,-4.3,0.028,0.084,0.148,0.516,0.043
Kenyon Martin Jr.,HOU,21,195.58,97.52228,0,1,2020,2,52,79,8.8,3.8,1.3,-6.9,0.047,0.131,0.158,0.603,0.091
Jalen Smith,IND,22,208.28,97.52228,1,1,2020,1,10,51,9.2,6,0.5,2.7,0.101,0.216,0.193,0.595,0.038
Tyrese Haliburton,IND,22,195.58,83.91452,1,1,2020,1,12,77,15.3,4,8.2,-6,0.022,0.093,0.184,0.595,0.335
Jay Scrubb,LAC,21,195.58,99.79024,0,1,2020,2,55,18,2.7,0.9,0.4,6.9,0.016,0.1,0.188,0.486,0.095
Desmond Bane,MEM,24,195.58,97.52228,1,1,2020,1,30,76,18.2,4.4,2.7,6.9,0.018,0.118,0.226,0.592,0.136
Tyrell Terry,MEM,21,187.96,72.57472,1,1,2020,2,31,2,1,0,0,-6.9,0,0,0.111,1,0
Xavier Tillman Sr.,MEM,23,203.2,111.13004,1,1,2020,2,35,53,4.8,3,1.2,-1.4,0.084,0.138,0.164,0.51,0.127
Sam Merrill,MEM,26,193.04,92.98636,1,1,2020,2,60,6,4.2,1.2,0.7,-11.1,0.012,0.107,0.178,0.485,0.108
Jordan Nwora,MIL,23,203.2,102.0582,1,1,2020,2,45,62,7.9,3.6,1,-3,0.03,0.147,0.187,0.506,0.071
Anthony Edwards,MIN,20,193.04,102.0582,1,1,2020,1,1,72,21.3,4.8,3.8,4,0.023,0.113,0.262,0.56,0.173
Leandro Bolmaro,MIN,21,198.12,90.7184,0,0,2020,1,23,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.118
Jaden McDaniels,MIN,21,205.74,83.91452,1,1,2020,1,28,70,9.2,4.2,1.1,0.6,0.038,0.115,0.149,0.553,0.063
Kira Lewis Jr.,NOP,21,185.42,77.11064,1,1,2020,1,13,24,5.9,1.6,2,-14.1,0.023,0.083,0.209,0.466,0.239
Obi Toppin,NYK,24,205.74,99.79024,1,1,2020,1,8,72,9,3.7,1.1,6.9,0.056,0.155,0.205,0.614,0.105
Immanuel Quickley,NYK,23,190.5,86.18248,1,1,2020,1,25,78,11.3,3.2,3.5,6.6,0.017,0.114,0.217,0.543,0.244
Alekesej Pokusevski,OKC,20,213.36,86.18248,0,0,2020,1,17,61,7.6,5.2,2.1,-2.5,0.054,0.189,0.195,0.485,0.161
Theo Maledon,OKC,21,193.04,79.3786,0,0,2020,2,34,51,7.1,2.6,2.2,-10.5,0.02,0.118,0.201,0.5,0.188
Vit Krejci,OKC,22,203.2,88.45044,0,0,2020,2,37,30,6.2,3.4,1.9,-12.8,0.024,0.121,0.125,0.529,0.117
Cole Anthony,ORL,22,190.5,83.91452,1,1,2020,1,15,65,16.3,5.4,5.7,-5.4,0.015,0.145,0.245,0.519,0.281
R.J. Hampton,ORL,21,193.04,79.3786,0,1,2020,1,24,64,7.6,3,2.5,-14.5,0.015,0.12,0.18,0.481,0.179
Tyrese Maxey,PHI,21,187.96,90.7184,1,1,2020,1,21,75,17.5,3.2,4.3,3.6,0.01,0.08,0.199,0.594,0.191
Isaiah Joe,PHI,22,193.04,74.84268,1,1,2020,2,49,55,3.6,1,0.6,1.7,0.01,0.079,0.144,0.519,0.08
Paul Reed,PHI,23,205.74,95.25432,1,1,2020,2,58,38,3.1,2.4,0.4,-6.2,0.137,0.164,0.151,0.568,0.081
Elijah Hughes,POR,24,195.58,97.52228,1,1,2020,2,39,36,3.5,1.6,0.6,-23.7,0.013,0.118,0.158,0.426,0.079
CJ Elleby,POR,22,198.12,90.7184,1,1,2020,2,46,58,5.8,3.9,1.5,-14.3,0.052,0.141,0.143,0.491,0.109
Reggie Perry,POR,22,203.2,113.398,1,1,2020,2,57,10,9.2,4.7,1.2,-16.6,0.074,0.165,0.222,0.537,0.118
Jahmi'us Ramsey,SAC,21,190.5,86.18248,1,1,2020,2,43,19,3.2,0.7,0.4,-6,0.027,0.068,0.208,0.468,0.075
Devin Vassell,SAS,21,195.58,90.7184,1,1,2020,1,11,71,12.3,4.3,1.9,1,0.021,0.128,0.184,0.54,0.096
Robert Woodard II,SAS,22,198.12,106.59412,1,1,2020,2,40,12,0.6,0.9,0.3,16.7,0.086,0.146,0.158,0.207,0.086
Tre Jones,SAS,22,185.42,83.91452,1,1,2020,2,41,69,6,2.2,3.4,-0.5,0.024,0.103,0.151,0.545,0.28
Precious Achiuwa,TOR,22,203.2,102.0582,1,0,2020,1,20,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.072
Malachi Flynn,TOR,24,185.42,79.3786,1,1,2020,1,29,44,4.3,1.4,1.6,-2.6,0.016,0.097,0.157,0.488,0.185
Daniel Oturu,TOR,22,203.2,108.86208,1,1,2020,2,33,3,3,1.7,0,-36.8,0.036,0.148,0.125,0.549,0
Udoka Azubuike,UTA,22,213.36,122.46984,1,0,2020,1,27,17,4.7,4.2,0,2,0.093,0.233,0.143,0.743,0
Deni Avdija,WAS,21,205.74,95.25432,0,0,2020,1,9,82,8.4,5.2,2,-1,0.027,0.182,0.158,0.536,0.117
Vernon Carey Jr.,WAS,21,205.74,122.46984,1,1,2020,2,32,7,2.9,1.7,0,-47.6,0.145,0.093,0.179,0.534,0
